_geo,business_name,job_roles,title,salary_from,salary_to,postal_code
"[38.8951118, -77.0363658]",Legacy Family Chiropractic,"['Admin-Clerical', 'Customer Service', 'Entry Level', 'Health Care', 'Marketing']",Chiropractic Assistant,33280.0,41600.0,49321
"[38.8951118, -77.0363658]","Lessler's Draperies & Design, Inc.","['Admin-Clerical', 'Customer Service']",Receptionist,,,
"[37.2707012, -76.634677]","Lessler's Draperies & Design, Inc.","['General Labor', 'Installation-Maint-Repair']",Installer,,,
,"Lessler's Draperies & Design, Inc.","['Business Development', 'Management', 'Sales']",Sales Manager,,,
"[46.7323875, -117.0001651]",Liberation Technology Services,"['Business Development', 'Consultant', 'Design', 'QA-Quality Control']",Wordpress Developer,83262.4,156000.0,
"[32.7830556, -96.8066667]",Liberation Technology Services,"['Business Development', 'Sales']",Software Commission Based Sales Rep,,,
"[39.7391536, -104.9847034]",Liberty Learning Academy,['Education'],Certified Teacher K-5,,,7748
"[40.6628796, -73.551516]",Life Matters,"['Business Development', 'Entry Level', 'Finance', 'Insurance', 'Professional Services', 'Sales']",Work From Home- Life Insurance Sales,40000.0,85000.0,
"[40.6628796, -73.551516]","Life Pawtners, LLC","['Customer Service', 'Professional Services']",Looking for Pet Professionals!,,,76049
"[40.6628796, -73.551516]",LifeSurge,"['Accounting', 'Banking', 'Consultant', 'Executive', 'Finance', 'Management']",Credit and Collections Director ,80000.0,100000.0,34221
"[33.0890094, -96.8863922]",LifeSurge,"['Accounting', 'Finance', 'Management']",Accounting Manager ,70000.0,80000.0,34221
"[47.9789848, -122.2020794]",LifeSurge,"['Management', 'Sales', 'Telecommunications']",Sales Team Lead ,150000.0,250000.0,34221
,LifeSurge,['Human Resources'],HR Generalist ,50000.0,70000.0,34221
"[46.7323875, -117.0001651]",LifeSurge,"['Sales', 'Telecommunications']",Inside Sale Representative ,49999.99,150000.0,34221
"[43.6954424, -116.3540138]",LifeWave,"['Health Care', 'Sales', 'Training']",Brand Partner for LifeWave,,,
"[40.0378755, -76.3055144]",Linemen Institute of the North East ,"['Construction', 'Education', 'Installation-Maint-Repair', 'Other', 'Skilled Labor', 'Training']",Lineman Training Instructor,93600.0,93600.0,12401
"[38.9181671, -78.1944446]",Live Long & Prosper Chiropract,"['Health Care', 'Other']",Chiropractic Assistant,35360.0,35360.0,98002
"[46.4165506, -117.0176569]",Logos School,['Education'],Classical History Teacher - 11th Grade,,,
"[43.6954424, -116.3540138]",Logos School,['Education'],Latin Teacher,25000.0,35000.0,83843
"[30.267153, -97.7430608]","Lolair Protection Agency, Inc.","['General Labor', 'Professional Services', 'Security', 'Veterinary Services']",Security,,,27502
"[41.6005448, -93.6091064]",Louder with Crowder,"['Marketing', 'Media-Journalism']",Social Media + Graphic Designer,55000.0,55000.0,75219
"[30.267153, -97.7430608]",Louder with Crowder,"['Government', 'Marketing', 'Media-Journalism']",Staff Writer,50000.0,49999.99,
"[37.9886892, -84.4777153]",Louder with Crowder,['Information Technology'],Senior Information Technology Support Technician & Broadcast Media Engineer,70000.0,90000.0,75219
"[38.8951118, -77.0363658]",Louder with Crowder,"['Design', 'Marketing']",Photo & Video Editor,,,
"[39.7683765, -86.1580423]",Louder with Crowder,"['Design', 'Media-Journalism']",Wardrobe Manager,40000.0,40000.0,75219
"[25.7742658, -80.1936589]",Louder with Crowder,"['Admin-Clerical', 'Executive']",Executive Assistant,50000.0,50000.0,75219
"[30.267153, -97.7430608]",Louder with Crowder,"['Marketing', 'Media-Journalism']",Senior Video Editor & Producer,60000.0,80000.0,75219
"[26.8233946, -80.1386547]",Luckydog,"['Admin-Clerical', 'Customer Service', 'General Labor', 'Hospitality-Hotel', 'Skilled Labor', 'Veterinary Services']",assistant/manager,33280.0,33280.0,92037
"[26.8233946, -80.1386547]",Lustre Christian High School,['Education'],Secondary School History Teacher,,,59225
"[40.1573169, -76.3069014]",Lustre Christian High School,['Education'],Secondary School Mathematics Teacher,,,59225
"[40.0378755, -76.3055144]","M Dean Owen, CPA, PSC","['Accounting', 'Finance', 'General Business']",Accounntant/Bookkeeper,40000.0,70000.0,42003
"[28.0186323, -82.1128641]",Maddox Industrial Transformer,"['Inventory', 'Skilled Labor']","Inventory Tech - Fountain Inn, SC",65000.0,78000.0,
"[28.0186323, -82.1128641]",Maddox Industrial Transformer,['Customer Service'],"Customer Service Representative - Batavia, OH",59850.0,66500.0,
"[42.7653662, -71.467566]",Maddox Industrial Transformer,['Admin-Clerical'],"Administrative Office Support - Greer, SC",35360.0,0.0,29650
"[33.5261365, -117.6238946]",Maddox Industrial Transformer,"['Admin-Clerical', 'General Business', 'Hospitality-Hotel']","Administrative Office Support - Moscow, ID",37440.0,0.0,83843
"[46.7323875, -117.0001651]",Maddox Industrial Transformer,"['QA-Quality Control', 'Skilled Labor']","Quality Control Tech - Greer, SC",65000.0,78000.0,29651
,Maddox Industrial Transformer,[],"HR and Payroll Administrator - Greer, SC",,,
"[43.4252776, -88.1834277]",Maddox Industrial Transformer,"['Accounting', 'Admin-Clerical', 'Human Resources', 'Other']","HR & Payroll Administrator - Battle Ground, WA",,,
"[33.3628228, -112.169317]",Maddox Industrial Transformer,"['Admin-Clerical', 'Human Resources']",HR and Payroll Administrator,85000.0,90000.0,
,Maddox Industrial Transformer,['Sales'],"Industrial Sales Rep (Inside Sales) - Batavia, OH",,,45103
,Maddox Industrial Transformer,"['Inventory', 'Manufacturing']","Inventory Tech - Day Shift Only - Batavia, OH",60000.0,60000.0,45103
"[46.7323875, -117.0001651]",Maddox Industrial Transformer,"['Customer Service', 'Distribution-Shipping', 'Management', 'Other', 'Strategy-Planning', 'Supply Chain']","Logistics Coordinator - Greer, SC",63000.0,63000.0,29651
"[46.4165506, -117.0176569]",Maddox Industrial Transformer,"['Purchasing-Procurement', 'Supply Chain']","Business Development, Purchasing - Battle Ground",74000.0,74000.0,83843
"[43.4252776, -88.1834277]",Maddox Industrial Transformer,"['Inventory', 'Manufacturing']","Inventory Tech  - Day Shift Only - Battle Ground, WA",,,98604
"[43.4252776, -88.1834277]",Maddox Industrial Transformer,"['Inventory', 'Manufacturing']","Inventory Tech - Day Shift Only - Greer, SC",,,29651
,Maddox Industrial Transformer,['Manufacturing'],"Transformer Tech - Day Shift Only - 4 Day Work Week (Mechanical, Fabrication, Welding) - Greer, SC",,,29651
"[47.9789848, -122.2020794]",Maddox Industrial Transformer,"['Purchasing-Procurement', 'Supply Chain']","Business Development, Purchasing - Battle Ground",74000.0,74000.0,98604
,Maddox Industrial Transformer,['Sales'],"Industrial Sales Rep (Inside Sales) - Greer, SC",,,29651
,Maddox Industrial Transformer,"['Admin-Clerical', 'Customer Service', 'Sales']","Order Management - Greer, SC",50000.0,50000.0,29651
"[37.0833893, -88.6000478]",Maddox Industrial Transformer,"['Admin-Clerical', 'Customer Service', 'Sales']","Production Planner/Scheduler - Battle Ground, WA",70000.0,70000.0,98604
"[28.5383355, -81.3792365]",Maddox Industrial Transformer,"['Purchasing-Procurement', 'Supply Chain']","Business Development, Purchasing - Simpsonville, SC",65000.0,65000.0,29681
"[40.3977612, -105.0749801]",Maddox Industrial Transformer,['Sales'],"Industrial Sales Rep (Inside Sales) - Moscow, ID",,,
,Maddox Industrial Transformer,['Manufacturing'],"Transformer Tech-Day Shift-4 Day Work Week (Mechanical, Fabrication, Welding) - Battle Ground, WA",,,98604
"[46.7323875, -117.0001651]",Madvapes,['Retail'],Retail Sales Associate,35360.0,37440.0,3063
"[37.6456329, -84.7721702]",MAF Logistics,"['Distribution-Shipping', 'General Labor', 'Inventory', 'Transportation', 'Warehouse']",Driver/Mover/Crew Member,37440.0,37440.0,97305
"[47.9789848, -122.2020794]",Mallory Family Wellness,['Health Care'],Medical Office Receptionist,,,80538
"[47.9789848, -122.2020794]",Maranatha Consulting,"['Business Development', 'Consultant', 'Finance', 'General Business', 'Insurance', 'Marketing', 'Sales']",Small Business Savings Hero,,,34232
"[47.9789848, -122.2020794]",Master's Touch Woodworking,"['Construction', 'General Labor', 'Installation-Maint-Repair', 'Manufacturing', 'Other', 'Skilled Labor']",Full-time Cabinet Maker/Installer,37440.0,52000.0,83843
"[28.5383355, -81.3792365]",Matt Tobben Insurance and Financial Serv,"['Admin-Clerical', 'Business Development', 'Insurance', 'Sales']",Sales Representative,72000.0,110000.0,
"[35.0526641, -78.8783585]",Mattang,['Information Technology'],Software Engineer,,,
"[33.1506744, -96.8236116]",MaxxD Trailers,"['General Labor', 'Manufacturing', 'Skilled Labor', 'Warehouse']",Welder,41600.0,41600.0,75090
"[34.769536, -92.2670941]",Mayberry Manor Care,"['Health Care', 'Hospitality-Hotel', 'Nurse']",Resident Assistant,27040.0,27040.0,54904
"[42.9541963, -85.4889121]","Mecha, Inc.","['Engineering', 'General Labor', 'Government', 'Inventory', 'Manufacturing', 'Other', 'QA-Quality Control', 'Skilled Labor', 'Warehouse']",Assembly Technician,31200.0,31200.0,27607
"[36.1658899, -86.7844432]","Mecha, Inc.","['Design', 'Engineering', 'Inventory', 'Manufacturing', 'Other', 'Warehouse']","CNC Machine Operator, Machinist",31200.0,31200.0,27607
"[28.3252878, -81.5331286]",Media Intelligence Group,"['Admin-Clerical', 'Professional Services', 'Strategy-Planning']",Intelligence Analyst,,,
"[28.3252878, -81.5331286]",Media Research Center,"['Entry Level', 'Media-Journalism']",Paid Summer Reporting Internship ,24960.0,24960.0,20191
"[28.3252878, -81.5331286]","Mercury One, Inc","['Accounting', 'Nonprofit-Social Services']",Senior Accounting Manager,,,
"[36.3320197, -94.1185366]",Methodworks,['Information Technology'],IT Systems Support Engineer I,54000.0,54000.0,98012
"[28.3252878, -81.5331286]","Middle Georgia Center for Independent Living, Inc. (d.b.a. Disability Connections)","['Customer Service', 'Entry Level', 'Media-Journalism', 'Nonprofit-Social Services', 'Other']",Independent Living Coordinator,25000.0,35000.0,31206
"[46.4165506, -117.0176569]",Mighty Dog Roofing,"['Business Development', 'Construction', 'Sales']",Roofing Sales,70000.0,150000.0,53005
"[35.233375, -106.6644716]",Miracle Contracting INC,['Construction'],Construction / Remodeling,33280.0,33280.0,46805
"[34.4480495, -119.242889]",MMP Capital,"['Finance', 'Sales']",ACCOUNT EXECUTIVE - SALES,,,11735
"[39.7391536, -104.9847034]","Mpathic, LLC","['Health Care', 'Management', 'QA-Quality Control', 'Sales']",Team Lead - Membership Development Representative (Inside Sales),49920.0,54080.0,
"[43.4799291, -110.7624282]",Mt Everest Moving Company,"['Transportation', 'Warehouse']",Delivery Supervisor,41600.0,41600.0,17543
"[35.233375, -106.6644716]",Mulch Monkey,"['Distribution-Shipping', 'General Business']",Part-Time Mulch Delivery Driver (NO CDL REQUIRED),41600.0,41600.0,19344
"[48.7595529, -122.4882249]",MxM News,[],Head of Growth and Engagement,,,
,"National Stormwater Trust, Inc.","['Engineering', 'Entry Level']",Entry Level Civil and Environmental Engineer,45000.0,65000.0,32309
"[35.1740471, -79.3922539]",National Vision Center,"['Admin-Clerical', 'Customer Service']",Front Desk Attendant,31200.0,31200.0,11226
,NAVIGO,"['Design', 'Engineering', 'Security']",UI / UX Designer,,,75234-7770
"[41.8994745, -87.9403418]",NAVIGO,"['Engineering', 'Security']",Software Back-end Engineer,,,
"[40.7142691, -74.0059729]",NAVIGO,"['Engineering', 'Security']",Front End Developer,,,
"[33.9562149, -83.9879625]",NAVIGO,"['Engineering', 'Security']",Full Stack Developer,,,
"[33.7489954, -84.3879824]","Neuman K-9 Academy, Inc","['Admin-Clerical', 'Customer Service', 'Entry Level', 'General Labor', 'Other', 'Professional Services', 'Skilled Labor', 'Veterinary Services']",Kennel Assistant/Dog Handler,37440.0,52000.0,55038
"[46.7323875, -117.0001651]",Norms Glass LLC,['Construction'],Glazier,41600.0,83200.0,83843
"[40.7706562, -74.2326463]",North Pine Building LLC,"['Construction', 'General Business', 'Skilled Labor']",Lead Carpenter/Laborer,31200.0,31200.0,83843
"[39.0770072, -84.1768795]",Northwest Water Systems,"['Consultant', 'Design', 'Engineering', 'Entry Level', 'Science']",Design Engineer,55000.0,55000.0,98367
"[28.7813722, -82.6151001]",Nouri,"['Accounting', 'Distribution-Shipping', 'Finance', 'General Business', 'Inventory', 'Management', 'Manufacturing', 'Professional Services', 'Purchasing-Procurement', 'Retail', 'Strategy-Planning', 'Supply Chain', 'Warehouse']",Finance & Operations Analyst,,,
"[30.4382559, -84.2807329]",Nouri,['Marketing'],Digital Marketing Manager,,,92694
"[33.2889226, -117.2255903]",NOVUS AUTO GLASS of Larimer County,"['Automotive', 'Entry Level', 'Installation-Maint-Repair', 'Skilled Labor']",Auto Glass Technician / Installer,37440.0,37440.0,80525
"[47.6062095, -122.3320708]",NWA Cooling & Heating,"['Admin-Clerical', 'Customer Service', 'Human Resources', 'Marketing']",Office Manager/Dispatcher,40000.0,50000.0,72756
"[39.9375911, -77.6611022]",One Stop Automotive,"['Automotive', 'Customer Service', 'Other', 'Retail']",SEEKING QUALIFIED AUTOMOTIVE MECHANIC FOR IMMEDIATE HIRE,,,85711
,Oxford Laundry,"['Customer Service', 'Entry Level', 'General Business', 'Hospitality-Hotel', 'Management', 'Marketing', 'Professional Services', 'Retail', 'Strategy-Planning']",Customer Service Representative,24960.0,33280.0,83843
,Palouse Animal Wellness and Surgery,['Veterinary Services'],Associate Veterinarian,,,83843
"[33.7489954, -84.3879824]",Park Lane Medical Group,['Health Care'],Medical Assistant,31200.0,31200.0,75231
"[34.9489645, -85.2569]",Partnership with Equis Financial,"['Business Development', 'Customer Service', 'Entry Level', 'Executive', 'Finance', 'General Business', 'General Labor', 'Health Care', 'Insurance', 'Management', 'Other', 'Professional Services', 'Sales', 'Training']",Sales Field Underwriter,26000.0,26000.0,
"[33.5092103, -111.8990327]",Partnership with Equis Financial,"['Business Development', 'Customer Service', 'Education', 'Entry Level', 'Executive', 'Finance', 'General Business', 'General Labor', 'Health Care', 'Insurance', 'Management', 'Other', 'Professional Services', 'Sales', 'Skilled Labor', 'Training']",Leadership - Sales Field Underwriters,26000.0,26000.0,
"[40.5556484, -75.9818772]",Party Games LLC,"['Customer Service', 'Other']",Video Game Coach,31200.0,31200.0,95650
,Patriot Docks,"['Accounting', 'Distribution-Shipping', 'Entry Level', 'Inventory', 'Manufacturing']",Warehouse Worker,33280.0,47840.0,55032
"[38.6715081, -77.9955519]",Paul M. Davis & Associates PC,"['Legal', 'Media-Journalism', 'Research']",Civil Litigation Attorney,115000.0,115000.0,75033
"[25.7742658, -80.1936589]",Penn Valley Ind Service Inc. ,['Automotive'],Fork Lift Mechanic,30000.0,40000.0,19006
"[32.7830556, -96.8066667]",Phoenix Cancer Institute,"['Health Care', 'Other', 'Science']",Radiation Therapist,74880.0,74880.0,86442
"[42.8864468, -78.8783689]",Pioneer Electric Co,"['Construction', 'Installation-Maint-Repair', 'Skilled Labor']",Lead Electrician,49920.0,49920.0,37072
"[32.7830556, -96.8066667]",Points Consulting,"['Real Estate', 'Research']",Real Estate & Economic Analyst,,,
"[40.9487097, -73.7326309]",Pomegranate Schools,['Education'],Pre-K/Kindergarten Teacher,52000.0,52000.0,92620
"[41.3113669, -105.5911007]",Ponsol Health,['Health Care'],Medical Assistant,35360.0,0.0,33138
"[29.4291304, -97.1705425]",Pop Acta,"['Admin-Clerical', 'Design', 'Information Technology', 'Marketing']",Digital Marketing Specialist,50000.0,60000.0,
"[32.4420826, -97.7941967]",PragerU,"['Design', 'Other']","Jr. Illustrator, Kids Content",65000.0,80000.0,
"[32.9412363, -97.1341783]",PragerU,['Other'],Video Specialist,65000.0,85000.0,
"[32.7830556, -96.8066667]",PragerU,"['Marketing', 'Other']","Director of Marketing, Kids Content",125000.0,175000.0,
"[34.2257256, -77.9447102]",PragerU,"['Admin-Clerical', 'Customer Service', 'Other']",Receptionist,52000.0,56160.0,
"[43.1547845, -77.6155568]",PragerU,['Marketing'],Social Media Manager (Education Focus),75000.0,100000.0,
"[28.5383355, -81.3792365]",Premier Security,"['Professional Services', 'Security']",SECURITY OFFICER,,,97221
"[40.4406248, -79.9958864]",Premiere Restoration,"['Accounting', 'Business Development', 'Construction', 'Executive', 'Facilities', 'General Business', 'Health Care', 'Hospitality-Hotel', 'Insurance', 'Inventory', 'Management', 'Marketing', 'Professional Services', 'Strategy-Planning', 'Training']",Operations Manager,90000.0,110000.0,56001
"[39.1034569, -84.5152726]",PrideStaff Houston Northeast,"['Engineering', 'Manufacturing']",Project Engineer,75000.0,75000.0,77032
"[43.0389025, -87.9064736]",Profiscience,['Information Technology'],Full-Stack Web Developer,60000.0,120000.0,75022
"[39.9611755, -82.9987942]",Project Veritas,"['Executive', 'Management', 'Strategy-Planning']",Chief Development Officer,,,10543
"[32.2217429, -110.926479]",Prototype Escape Games,"['Customer Service', 'Entry Level', 'General Business', 'Other']",Game Master,27040.0,29120.0,32224
"[47.6062095, -122.3320708]",Providence Classical Christian School,['Education'],Teacher,,,98011
"[33.7489954, -84.3879824]",Providence Senior Home LLC,['Health Care'],CAREGIVER ,,,
"[35.4675602, -97.5164276]",PublicSq,[],"Executive Assistant (West Palm Beach, FL)",,,
"[33.4222685, -111.8226402]",PublicSq,[],Scrum Master,,,
"[33.4483771, -112.0740373]",PublicSq,[],Senior DevOps Engineer,,,
"[39.0770072, -84.1768795]",PublicSq,[],Lead Backend Engineer,,,
"[34.9387279, -82.2270569]",PublicSq,[],Director of Ux Design,,,
"[46.7323875, -117.0001651]",PublicSq,[],Senior Accountant,75000.0,95000.0,
"[47.0378741, -122.9006951]",PublicSq,[],Email Marketing Manager,,,
"[33.3061605, -111.8412502]",Pure Service Pro,['Sales'],"Outside Sales Representative - $1,000 SIGN ON BONUS",,,7050
"[43.6575747, -71.500352]",R&R Plumbing and Heating Inc.,['Construction'],Journeyman plumber and apprentice with experience,,,84333
"[39.849557, -75.3557458]",Raceway Electric,['Skilled Labor'],Licensed Electrician,,,67211
"[33.1192068, -117.086421]",RadioActive Threads,"['Consultant', 'Marketing', 'Retail', 'Sales']",Social Media Content Creator,,,73162
"[44.0247062, -88.5426136]",Rahav Wellness,['Health Care'],Medical Assistant,45760.0,54080.0,10011
"[26.4614625, -80.0728201]","Rapid Precision Manufacturing, Inc.  (RPM)",['Manufacturing'],CNC Machinist (Set-Up),,,57430
"[33.0203211, -117.202813]",Rawhide Ranch ,"['Education', 'Entry Level', 'General Labor', 'Hospitality-Hotel', 'Other', 'Retail', 'Science', 'Skilled Labor', 'Veterinary Services']",Summer Camp Program Staff/Camp Counselor,,,92003
"[43.0730517, -89.4012302]",RE/MAX FIRST,['Real Estate'],Real Estate Agent,,,37804
"[37.9736111, -122.5311111]",Receivable Solutions,"['Entry Level', 'Finance', 'Health Care']",Medical Biller,,,
"[41.8800296, -88.0078435]",Red Mountain Direct,['Media-Journalism'],Breaking News Reporter,,,
"[39.1034569, -84.5152726]",RedBalloon LLC,"['Admin-Clerical', 'Customer Service', 'Entry Level']",Junior Customer Service Representative,24960.0,31200.0,
"[33.6356618, -96.6088805]",RedBalloon LLC,"['Consultant', 'Customer Service', 'Human Resources', 'Management', 'Professional Services']",Account Manager,50000.0,60000.0,
"[47.7623204, -122.2054035]",RedBalloon LLC,"['Admin-Clerical', 'Customer Service', 'Entry Level', 'General Business', 'Human Resources']",Hiring Assistant,27040.0,35360.0,83843
"[35.732652, -78.8502856]",Redstone Security Operations,"['Business Development', 'Information Technology', 'Sales']",Account manager,,,85260
"[39.1731621, -77.2716502]",Reforged Controls LLC,"['Engineering', 'Information Technology', 'Manufacturing']",Process Control Engineer,90000.0,160000.0,
,Refresh Cabinet Refinishing,"['General Labor', 'Skilled Labor']",Cabinet Refinisher,33280.0,33280.0,33186
"[39.5538771, -104.9694264]",Republican Jobs,"['Accounting', 'Human Resources']",HR Manager/Director,100.0,110.0,78701
,Republican Jobs,"['Accounting', 'Finance']",Financial Operations Specialist - Political Consulting Firm,,,
"[41.850033, -87.6500523]",Republican Jobs,"['Accounting', 'Finance', 'Government', 'Professional Services']",Head of Financial Operations - Political Consulting Firm,100.0,100.0,
"[43.8422049, -88.8359447]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[46.7323875, -117.0001651]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[41.1306041, -85.1288597]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[40.0892746, -75.3960211]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[43.6121087, -116.3915131]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[37.9886892, -84.4777153]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[29.9546482, -90.075072]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[40.0942664, -75.9113306]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[37.8929082, -79.4378166]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[42.8650864, -71.4934004]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[34.0522342, -118.2436849]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[47.6739882, -122.121512]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[35.7895271, -83.9737935]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[38.8338816, -104.8213634]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[38.8338816, -104.8213634]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[39.8083196, -104.9338675]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[32.7830556, -96.8066667]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[46.7323875, -117.0001651]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[46.7323875, -117.0001651]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[38.4495688, -78.8689156]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[32.7830556, -96.8066667]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[35.6266369, -120.6910043]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[33.7222445, -116.3744556]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
"[32.5890238, -96.3088693]",Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
,Republican Jobs,"['Marketing', 'Nonprofit-Social Services', 'Other']",Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,42000.0,42000.0,
