address1,address2,business_name,country_code,id,job_roles,job_summary,job_type,pay_period,pay_structure,postal_code,posted_datetime,qualifications,remote_type,responsibilities,tags,title,_geo,city,region,salary_from,salary_to
3220 Fillmore Ridge Hts,,TWO MEN AND A TRUCK,US,5750,"['Distribution-Shipping', 'General Labor']","Hiring Immediately for drivers!Get to work fast with on the spot hires AND new hire orientation every week!Starting pay: $18.50 per hour + TIPS!WHAT WE OFFEREarn additional $250 for every 480 hours worked &ndash; up to $500!!Weekly paychecks!We offer monthly customer service bonuses. Direct deposit available!Benefits!Health, Dental, Vision Insurance and Paid Sick LeaveFlexible scheduling!Full time and part time work available. Great summer job!Excellent paid training for our new hires!We hire for attitude and train for skill.Career advancement opportunities!We want to see you grow personally and professionally. If you are looking for opportunity, we've got it!PERKS!TIPSearned daily! Our customers love our crews. Average tips run $200+ per week!Branded 26 ft. Box Trucks &ndash; All Automatic Transmission&ndash; NO CDL REQUIREDTravel!See new places and meet new people with long distance opportunities with **OPTIONAL** Interstate Travel.Per Diem Allowance for Interstate!We pay hotel, gas, food, etc.Get paid to work out and help people every day!WHAT YOU'LL DODrivers safely operate a 26-foot moving truck, perform daily truck inspections and complete paperwork with customers.Provide positive energy and top-notch customer service.Safely move, pack and unpack customer belongingsBe on time. Be friendly. Be safe. Hustle!Contribute to the success of the TEAMWork hard and have fun helping customersWHAT WE'RE LOOKING FORMust be at least 21 years of age, have a valid driver's license and good driving record to be a driverMust be willing to submit to a pre-employment background check and drug screenStamina to lift and carry heavy items (75 lbs. or more) all day while climbing stairs, balancing, walkingPrevious experience as a non-CDL driver or in general labor, loading, unloading, landscaping, construction, production, manufacturing, factory, assembly or warehouse helpfulWe believe in: hire for attitude, train for skill.TWO MEN AND A TRUCK&reg;is URGENTLY HIRING and looking for multiple movers and drivers to join our team. Experience in general labor, construction, warehouse labor, manufacturing, or truck driving helpful!This job posting is for a position at the individually owned and operatedTWO MEN AND A TRUCK&reg; franchise located in Colorado Springs, Colorado. The employer at this location is TMT Springs, Inc..",[],hourly,salary,80907,1670885065,nan,Location-based,nan,[],Drivers/General Laborer,"[38.8338816, -104.8213634]",Colorado Springs,CO,37440.0,37440.0
,,Hardwood Artisan LLC,US,5758,"['General Labor', 'Installation-Maint-Repair', 'Skilled Labor']","What We're Looking ForWe are looking for a shop member who is physically able, detail-oriented, a fast learner, and an efficient executor. We would love to welcome you on as a new member of our team to help better serve our clients in the South East Nebraska area. If you applied, we would ask you about your previous experience with installment and woodwork. Any additional computer skills, or administrative history is a plus, as we are a small team and everyone does a little bit of everything.Who We AreHardwood Artisan is a family-owned independent cabinet building and installment shop that serves local families with custom services and products. We pride ourselves on our client relationships, quality woodwork, and tailored services.Duties and ResponsibilitiesConstructing cabinets, flooring, furnitureCutting andsanding raw materialsImplementing custom designs by clientInstalling cabinets in client homes Install and finish new and existing flooringMaintaining standards of safety at all timesPay is $19-22h with growth potential, if you have any questions please contact  m_stutzman@hotmail.com",['Full-time'],hourly,salary,,1670882878,nan,Location-based,nan,[],Shop Cabinet Maker,,,NE,39520.0,39520.0
4565 E 74th Ave,,IMCO Trailers,US,5805,['Engineering'],"Expert in AutoCad or Solid Works to implement.Digitize current and past work orders and schematics.Review customer order and specifications.Active engagement in final inspection of all manufactured products.Look for and communicate continuous improvement of both products and processes.Abilty to create parts both inhouse and outsourced.Optimize manufacturing line for efficiency.Prepare accurately all work orders for manufacturing.Lead design on all products manufactured.Work with procurement to ensure all parts orderedMachinist experience a plus.Fabrication experience a plus.Interact with customers, production during manufacturing process and warranty.10 Years experience required",['Full-time'],annual,salary,80022,1670875729,nan,Location-based,nan,[],Auto cad / designer,"[39.8083196, -104.9338675]",Commerce City,CO,64000.0,64000.0
"11931 Wickchester Lane, Suite 300",,Cenikor Foundation,US,5821,"['Executive', 'Management', 'Nonprofit-Social Services']","Program Director &ndash; Inpatient Program &ndash; Dallas, TXProvide substance use treatment and services to adult clientsBachelor's degree required, Master's preferredMinimum two years experience as facility program administrator requiredFive years experience working in substance use treatment services preferred$70,000 - $75,000 plus variable pay based on performance. Medical, Dental, Vision benefits and paid vacation holidays available",['Full-time'],,salary,75201,1670863681,nan,Location-based,nan,[],Program Director - Dallas TX,"[32.7830556, -96.8066667]",Dallas,TX,,
,,Story Real Estate,US,5840,['Real Estate'],"WHAT YOU WILL DOAs a Listing Specialist on the Story Real Estate team, you will:Develop business relationships with potential sellersEducate sellers on the property selling processServe sellers in the sale of their propertiesWHAT YOU WILL EARNA Listing Specialist on the Story Real Estate team is a commission based job. On average our Listing Specialists make 6-figures and our top producing List Specialists make more than a quarter million dollars a year.If you are inspired by a career where your income is only limited by your own personal effort and skillset, this could be a great career for you.WHY STORY REAL ESTATE?Three reasons:We empower more real estate agents to quick, long term success in our local community than anyone else.We are invested in building you personally and professionally.You will loving coming into work everyday.A LITTLE BIT ABOUT US…At Story Real Estate our mission is to help others build legacies. We are committed to this externally, for our clients, and internally for our team members. If you decide to join the team, we are committed to investing in you and helping you accomplish your goals and ambitions.POTENTIALLY HELPFUL RESOURCESIf you’re still a little unsure about who we are or what we do, I totally understand. I would recommend getting to know us better on the following platforms:Youtube:https://www.youtube.com/@LivingInMoscowIdahoInstagram: @storyrealestatemoscow","['Full-time', 'Part-time']",,commission,,1670700943,nan,Location-based,nan,[],Listing Specialist (Real Estate Agent),"[46.7323875, -117.0001651]",Moscow,ID,,
,,Story Real Estate,US,5869,['Real Estate'],"WHAT YOU WILL DOAs a real estate agent on the Story Real Estate team, you will:Develop business relationships with potential buyers and sellersEducate buyers and sellers on the buying and selling processServe buyers in the purchase of a home or investment propertyServe sellers in the sale of their propertiesWHAT YOU WILL EARNA real estate agent on the Story Real Estate team is a commission based job. On average our agents make 6-figures and our top producing agents make more than a quarter million dollars a year.If you are inspired by a career where your income is only limited by your own personal effort and skillset, this could be a great career for you.WHY STORY REAL ESTATE?Three reasons:We empower more real estate agents to quick, long term success in our local community than anyone else.We are invested in building you personally and professionally.You will loving coming into work everyday.A LITTLE BIT ABOUT US…At Story Real Estate our mission is to help others build legacies. We are committed to this externally, for our clients, and internally for our team members. If you decide to join the team, we are committed to investing in you and helping you accomplish your goals and ambitions.POTENTIALLY HELPFUL RESOURCESIf you’re still a little unsure about who we are or what we do, I totally understand. I would recommend getting to know us better on the following platforms:Youtube:https://www.youtube.com/@LivingInMoscowIdahoInstagram: @storyrealestatemoscow","['Full-time', 'Part-time']",,commission,,1670608059,,Location-based,nan,[],Real Estate Agent,"[46.7323875, -117.0001651]",Moscow,ID,,
2132 John Wayland Hwy,,The Power Connection,US,5892,['Construction'],"The Commercial Assistant Estimator is a full-time hourly position of 40 hours per week. This position works directly with the Commercial Senior Estimator to help monitor the projects from beginning to end, ensure that the project is completed as designed, and see that the customer is satisfied.Responsibilities:Assist in gathering, calculating, and compiling data for use in bid proposal estimates.Quantities take-off and enter into computer estimating system.Identify qualified suppliers/subcontractors and solicit quotes. Review quotes with Commercial Senior Estimator for completeness and conformance with plans and specs.Participate in developing project update and bid package estimate documents.Maintain files of working documents for back-up to estimating figuresAssist in the monitoring of conceptual estimates with actual cost data.Perform additional assignments per Senior Commercial Estimator's direction.Job Requirements:Strong organizational skillsSelf-motivated and detail orientedAbility to prioritize workflow and perform as a team playerAbility to manage multiple tasks and meet deadlines on a daily basisAbility to independently (without direct supervision) complete projects on a timely basisVerbal communication-speaks clearly and persuasively in a positive or negative situations. Listens and seeks clarificationWritten communication-writes clearly and informatively. Edits work for spelling and grammer. Presents numerical data effectivelyProfessional personal appearanceMust demonstrate proficiency in Microsoft Office applicationsOther company utilized software and databases as neededFLSA Status: Non-Exempt",['Full-time'],,salary,22801,1670513052,nan,Location-based,nan,[],Commerical Assistant Estimator,"[38.4495688, -78.8689156]",Harrisonburg,VA,,
,,Siri & Glimstad,US,5987,['Legal'],"Siri &amp; Glimstad is seeking a highly motivated attorney with class action experience.The attorney should be adept at evaluating potential consumer related class action matters; proactive and creative; have excellent writing, research, and analytical skills; and be proficient in pleading, motion, and discovery practice. This position would primarily involve evaluating and handling plaintiff-side class action matters.Requirements for Position: At least three (3) years of class action experience with high-quality analytical and writing skills.Position Levels Open: Attorney (Mid to Senior), Counsel, and PartnerLocation: Nationwide. This is a full-time remote position.Compensation &amp; Benefits:Compensation and benefits include (i) base pay of $100,000 to $180,000 per year, starting at $100,000 to $130,000, depending on experience, (ii) additional performance-based compensation for certain attorney positions, (iii) non-discretionary bonus and discretionary bonuses, (iv) medical, dental, vision, disability, and life insurance, (v) 401k plan, and (vi) other benefits.How to Apply: To be considered for this position, please submit the following to sbowman@sirillp.com: (i) cover letter, (ii) resume, and (iii) 2-3 writing samples showcasing your legal writing.",['Full-time'],annual,salary,,1670360414,nan,Remote,nan,[],Attorney - Litigation - Class Actions,,,,100000.0,180000.0
,,Siri & Glimstad,US,5991,['Legal'],"Siri &amp; Glimstad LLP is seeking an attorney with at least 4 years of litigation experience to join our team of experienced, dependable, dedicated, and hard-working attorneys.Our attorneys are involved in all aspects of the litigation, from the initial intake and investigation phase through the completion of the matter.The best fit for our team is an attorney who is comfortable litigating, produces high-quality written work products, takes initiative, thrives in a fast-paced environment, is a team player, and shares a passion for advocacy and justice for those who have suffered a vaccine injury.Experience practicing in the Vaccine Injury Compensation Program (VICP), medical malpractice, or personal injury is preferred, but not required.Requirements for Position: At least four (4) years of litigation experience. (Experience with VICP, medical malpractice or personal injury preferred but not required.)Position Levels Open: Attorney (Mid to Senior), Counsel, and PartnerLocation: Nationwide. This is a full-time remote position.Compensation &amp; Benefits:Compensation and benefits include (i) base pay of $100,000 to $180,000 per year, starting at $100,000 to $130,000, depending on experience, (ii) additional performance-based compensation for certain attorney positions, (iii) non-discretionary bonus and discretionary bonuses, (iv) medical, dental, vision, disability, and life insurance, (v) 401k plan, and (vi) other benefits.How to Apply: To be considered for this position, please submit the following to sbowman@sirillp.com: (i) cover letter, (ii) resume, and (iii) 2-3 writing samples showcasing your legal writing.",['Full-time'],annual,salary,,1670360373,nan,Remote,nan,[],Attorney - Litigation - Vaccine Injury,,,,100000.0,180000.0
,,Siri & Glimstad,US,6004,['Legal'],"Siri &amp; Glimstad LLP is seeking an attorney with at least 3 years of family law experience to join our team of experienced, dependable, dedicated, and hard-working attorneys.Our attorneys assist in family law matters on issues related to mandated medicine.The best fit for our team is an attorney who is comfortable with and adept at managing matters, one who takes initiative, thrives in a fast-paced environment, and has a passion for the preservation of medical liberty and the protection of civil rights.Requirements for Position: At least three (3) years of family law experience with high-quality analytical and writing skills.Position Levels Open: Attorney (Mid to Senior), Counsel, and PartnerLocation: Nationwide. This is a full-time remote position.Compensation &amp; Benefits:Compensation and benefits include (i) base pay of $100,000 to $180,000 per year, starting at $100,000 to $130,000, depending on experience, (ii) additional performance-based compensation for certain attorney positions, (iii) non-discretionary bonus and discretionary bonuses, (iv) medical, dental, vision, disability, and life insurance, (v) 401k plan, and (vi) other benefits.How to Apply: To be considered for this position, please submit the following to hr@sirillp.com: (i) cover letter, (ii) resume, and (iii) 2-3 writing samples showcasing your legal writing.",['Full-time'],annual,salary,,1670360285,nan,Remote,nan,[],Attorney - Litigation - Family Law & Mandated Medicine,,,,100000.0,180000.0
,,Siri & Glimstad,US,6007,['Legal'],"Siri &amp; Glimstad LLP is seeking an attorney with at least 4 years of employment litigation experience and high-quality writing skills to join our team of experienced, dependable, dedicated, and hard-working attorneys.Our attorneys are involved in all aspects of employment litigation, from the initial strategy and investigation phase through the completion of the matter.The best fit for our team is an attorney who has experience overseeing claims in the Equal Employment Opportunity Commission, as well as experience litigating claims arising under Title VII, the Americans with Disabilities Act, the Age Discrimination and Employment Act, and the Fair Labor Standards Act.Successful applicants must thrive in a fast-paced environment and possess a passion for the preservation of medical liberty and the protection of civil rights in the employment context.Requirements for Position: At least four (4) years of employment litigation experience with high-quality analytical and writing skills.Position Levels Open: Attorney (Mid to Senior), Counsel, and PartnerLocation: Nationwide. This is a full-time remote position.Compensation &amp; Benefits:Compensation and benefits include (i) base pay of $100,000 to $180,000 per year, starting at $100,000 to $130,000, depending on experience, (ii) additional performance-based compensation for certain attorney positions, (iii) non-discretionary bonus and discretionary bonuses, (iv) medical, dental, vision, disability, and life insurance, (v) 401k plan, and (vi) other benefits.How to Apply: To be considered for this position, please submit the following to hr@sirillp.com: (i) cover letter, (ii) resume, and (iii) 2-3 writing samples showcasing your legal writing.",['Full-time'],annual,salary,,1670360192,nan,Remote,nan,[],Attorney - Litigation - Employee Rights,,,,100000.0,180000.0
8140 Walnut Hill Lane,Suite 650,Park Lane Medical Group,US,6031,['Health Care'],"We are seeking a Medical Assistant to become a part of our team! You will perform routine administrative and clinical assignments to keep the medical facility running smoothly.Responsibilities:Handle all administrative duties in a timely mannerPerform routine clinical tasks to support medical staffEscort patients to exam rooms and take vital signsAdminister injections/immunizationsPerform phlebotomy/collecting urine samplesProcess lab specimens/strep/flu testsHandle triage &amp; pharmacy callsAssist with front office tasks as neededProficiency at starting IV infusions is also strongly preferredQualifications:Qualified candidates must have excellent communication skills and caring attitude.Previous experience in healthcare administration or other related fieldsFamiliarity with medical office proceduresStrong organizational skillsAbility to thrive in a fast-paced environmentPleasant personality, patient satisfaction-centered and positive attitude with willingness to learn and be a team player essential.",['Full-time'],hourly,salary,75231,1670356390,nan,Location-based,nan,[],Medical Assistant,"[32.7830556, -96.8066667]",Dallas,TX,31200.0,31200.0
1400 Railroad Street,,"Coblentz-Biehle & Cramer, CPAs",US,6044,['Accounting'],"Come join our team!Coblentz-Biehle &amp; Cramer, CPAs is aboutique tax practice in Paso Robles. We take a different approach to running a tax office - here you will be a respected team member, working with others who value family time as well as getting our jobs done right and serving our clients with care, knowledge and great customer service. Tax season is busy, but we do our best to keep the mood light and find a healthy balance. No vaccine required.Job detailsSalary$30 - $45 an hour DOEJob TypeFull-timeQualificationsTAX PREPARATION: 2 years (Preferred)Bachelor's (Preferred)CPA (Preferred)Sense of humor (Preferred)Full Job DescriptionCPA/Tax Preparer DutiesPrepares income tax return forms as assigned.Essential Duties and Responsibilities include the following. Other duties may be assigned.Informing clients on the tax preparation process.Collecting relevant financial records, including pay stubs and income statements.Inputting data from financial records into tax return software.Using applicable federal, state and local tax law to determine deductions and how much each client will pay or receive on the return.Acting as a representative for clients with applicable agencies as required.Building customer relationships to promote and expand the business.Reviews financial records such as prior tax return forms, income statements, and documentation of expenditures to determine forms needed to prepare return.Verify, as needed, the totals on forms prepared by others to detect errors of arithmetic or procedure.Other Responsibilities:BookkeepingAgency Response lettersPreliminary work for auditsBusiness Property Statements1099 &amp; 1096 FormsQuickbooks SupportClients may request Quickbooks support, training, troubleshooting, adjustments and revisions,Most often they request we pull their reports for tax prep.Skills and Qualifications:In-depth knowledge of applicable tax laws, regulations and deadlines.Proficiency with common tax preparation, word processing and spreadsheet software applications.Familiarity with the tax return submission and confirmation process, including how to navigate the IRS and other government entity online platforms.Excellent customer service skills, including patience and flexibility.Great organizational skills, including time management and strategic thinking.Strong written and verbal communication skills.Keen attention to detail.Entry-level Tax Preparer candidates may have the minimum education with 1 or 2 years of previous work experience. Some candidates may have worked only 1 or a few previous tax seasons in this role. Experienced candidates may have 3 or more years of previous experience in those fields or have previous experience as a Tax Preparer. Other experienced candidates may also have experience as a Certified Public Accountant, demonstrating more advanced knowledge of best practices and experience with tax audits.Job Type: Full-timePay: $30.00 - $45.00 per hourBenefits:Paid time offFlexibility - we can make most reasonable requests workAnnual office retreat tripFriendly, family oriented workplaceAdditional benefits are nogotiable for the right candidatePhysical setting:OfficeSchedule:8 hour shiftMonday to Friday during tax seasons, Monday to Thursday off seasonSupplemental pay types:Bonus payEducation:Bachelor's (Preferred)Experience:TAX PREPARATION: 2 years (Required)License/Certification:CPA (Preferred)","['Full-time', 'Part-time']",,salary,93446,1670355208,nan,Location-based,nan,[],CPA/TAX PREPARER,"[35.6266369, -120.6910043]",Paso Robles,CA,,
2800 Southcenter Mall,,Candy Land Shop,US,6064,"['Restaurant-Food Service', 'Retail']","Candy Land Shop is seeking friendly, enthusiastic individuals who are passionate about providing great customer service for our locations in Tukwilla, and Kennewick, WAJob description Flexible Schedules  Friendly and positive work environment  Teams with winning attitudes.  Great discounts  Providing best in class customer service.  Observance and practice of safety at all times.  Policy compliance.MINIMUM QUALIFICATIONS: Previous retail experience a PLUS! Physical ability to carry out the essential functions of the job, including packing candy, stocking candy, ringing sales, standing or walking the entire shift andsome lifting up to 25 pounds.","['Full-time', 'Part-time', 'Seasonal']",hourly,salary,98188,1670284118,nan,Location-based,nan,[],Sales Associate,,Tukwilla,WA,35360.0,35360.0
112 Cannon Ridge Dr,,Dollar a Day Websites & Marketing,US,6104,"['Business Development', 'Consultant', 'General Business', 'Information Technology', 'Marketing', 'Pharmaceutical', 'Professional Services', 'Sales']","Currently looking for business partners in Mississippi, Louisiana, Alabama, Georgia and Tennessee. Other locations will be available in the future.If you currently own your own business to business company this opportunity could easily add an additional revenue stream.Or if have a desire to run your own business out of your home, with no financial investment and a great residual monthly income, then this could bea great opportunity for you.Dollar a Day Websites &amp; Marketing sells websites and marketing services to all kinds of small businesses.We offer the very best value to our clients, we have no contracts and we are 100% English speaking Americans.You must be able to manage your time, cold call on businesses to set sales appointments, guide prospects through the sales process and learn how to sell our services.We provide free training and will accompany you on appointments to close initial sales for you.By observing the sales process you will learn to close sales on your own.The parent company will build the websites, set-up the marketing programs, receive payments from the clients and provide support.Each month you will receive a report of your sales and your commission check.On average you should receive $100 - $200 a month in commissions per customer.If you set eight appoints a week you should close 4 to 6 of them.So when you have 100 active customers you should be earning $15,000 in commissions a month.Most of our customers stay with our company many years and refer their friends to us.",['Self-employment'],,commission,39042,1670274285,"Must be able to manage your time, make cold calls in person, have experience doing business to business sales, listen to the needs of the decision maker and determine the solutions to best meet those needs. Build trust by educating potential customers of how our solutions work so the customer understands what we can do for them. Experience operating your own business is a plus, Must have professional communication skills and appearance.",Remote,"Set 6 to 8 appointments a week with a decision maker of a business that is interested in internet marketing, a website or other service we offer. Learn to do a sales presentation and close the sale.",[],Independent Territory Sales Representative,,,MS,,
75140 St. Charles Place,Suite C,Dave Williams Plumbing & Electrical Inc,US,6126,"['Installation-Maint-Repair', 'Skilled Labor']","We are currently hiring Electricians with 2+ years of experience and a commercial background. Candidates are encouraged to apply ASAP as we have an immediate need in the Coachella Valley, CA area.Please apply today by emailing your resume to tdamico@dwpeinc.com.Job Duties:Installing, bending, and removing conduitInstalling and replacing lighting fixtures/systems, and with electrical panels, transformers, switches, motors, etc.Pulling electrical wiring through electrical conduitTerminating electrical panels, set fixtures, outlets, and various electrical devicesInstalling and connecting wires to circuit breakers, transformers, outlets, or other components and systemsMust be able to program and have experience in reading and interpreting blueprintsElectrician Requirements:Own your own toolsMust be familiar with updated NEC codesStarting pay $25-35 depending on experienceOption to enroll in Medical Insurance401k/profit sharingPaid holidays/vacation &amp; sick/personal daysReferral bonuses of up to $500.00 for referrals that result in a placement of 90 days or moreDWPE Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, gender, sexual orientation, gender identity or expression, religion, national origin, marital status, age, disability, veteran status, genetic information, or any other protected status.",['Full-time'],hourly,salary,92211,1670014479,nan,Location-based,nan,[],Electrician,"[33.7222445, -116.3744556]",Palm Desert,CA,52000.0,52000.0
3443 E US Highway 175,,Absolute Air,US,6152,"['Installation-Maint-Repair', 'Skilled Labor']","Your Skills &amp; Experience Are ValuableYou've paid your dues and put in your time, now it's time to work for a company who values your contributions and pays you what your worth!At this point you've likely learned that to be truly happy with your career, there is a little bit more involved than a nice paycheck.We understand this very well, and there's a reason why our team has experienced very little turn-over through the years! We are value focused, and a big part of that value for us is hiring and taking great care of high quality HVAC Professionals!Absolute Air Kaufman TXWe are a very well established and financially sound Heating &amp; Air Conditioning Company based in Kaufman, TX. We serve all of Kaufman County and stay busy year-round.As part of our commitment to excellence in the industry, we've recently built an in-house training facility equipped with live staged systems where we routinely bring in top HVAC Training Professionals to provide free, on-going training for our team.We have a solid reputation in the area for high quality workmanship and outstanding customer service. It's important to us that you feel proud wearing our logo in the community!We Want You on Our TeamOur company continues to grow every year, and with the projected development and growth in our area over the next 5 years, Absolute Air is in great position to become the leading provider of Heating &amp; Air Conditioning Services in Kaufman County.We have an immediate position available for a Service Technician. This opening is for a full-time long-term position, and we're willing to put our money and resources where our mouth is!Working with Absolute Air MeansHighly Competitive PayPaid Holidays &amp; VacationsCash BonusesCompany TrucksCell AllowanceReal Opportunity for Growth &amp; DevelopmentReal Opportunity for Advancement Within A Well-Established CompanyAnd most importantly, working with Absolute Air means working with a team of professionals who are inviting and make coming to work every day enjoyable. Pay is great, but there is a lot to be said for being happy!What You Bring to The TableWe're looking for HVAC Professionals who are passionate about this industry. It isn't just a job for you, this is something you latched on to years ago because you, like us, have a knack for figuring things out, working with your hands, and finding solutions. You are also:EPA CertifiedHave at least 3 Years of experience with Residential &amp; Light Commercial ServiceHave A Positive Attitude and Customer Service OrientedCommunicates Well and Isn't Afraid to Ask QuestionsTakes Pride in His / Her Reputation, Appearance, and PerformanceResults Driven and Confident in AbilityA Professional who is looking for a place to call home, not just another job.What's Next?If we've described you and you've been looking to join a team like ours, we want to hear from you!Be sure to attach your resume, and we will bein touch soon!",['Full-time'],,salary,75142,1670006146,nan,Location-based,nan,[],HVAC Service Technician,"[32.5890238, -96.3088693]",Kaufman,TX,,
,,Republican Jobs,US,6194,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669958621,nan,Location-based,nan,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,WI,42000.0,42000.0
,,Republican Jobs,US,6198,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669958602,nan,Location-based,nan,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,WA,42000.0,42000.0
,,Republican Jobs,US,6201,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669958587,nan,Location-based,nan,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,WV,42000.0,42000.0
,,Republican Jobs,US,6204,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669958569,nan,Location-based,nan,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,VA,42000.0,42000.0
,,Republican Jobs,US,6206,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669958549,nan,Location-based,nan,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,VT,42000.0,42000.0
,,Republican Jobs,US,6210,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669958533,nan,Location-based,nan,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,UT,42000.0,42000.0
,,Republican Jobs,US,6213,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669958469,nan,Location-based,nan,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,TN,42000.0,42000.0
